,time,bid,ask
0,2014-01-01 21:55:35.346,2.1007642021718707,2.1059411112883613
1,2014-01-01 21:55:35.348,2.101712100211093,2.10545435283574
2,2014-01-01 21:55:36.114,2.101728408837949,2.10546794335616
3,2014-01-01 21:55:37.417,2.1017121001904657,2.1054543528150584
4,2014-01-01 21:55:38.613,2.101731126926997,2.105476097657974
5,2014-01-01 21:55:39.512,2.1017121001759147,2.1054543528004706
6,2014-01-01 21:55:40.422,2.1017224248305126,2.105485326792231
7,2014-01-01 21:55:47.223,2.101691450809768,2.1054646774400627
8,2014-01-01 21:55:50.553,2.101650152128089,2.10542337875838
9,2014-01-01 21:55:54.305,2.1016295027826506,2.105413054081521
10,2014-01-01 21:55:55.445,2.101646581713462,2.105395974523621
11,2014-01-01 21:55:59.619,2.1016775557075063,2.105416623849073
12,2014-01-01 21:55:59.626,2.101680273674212,2.105432932347437
13,2014-01-01 21:56:03.131,2.1016492996607177,2.105401958333939
14,2014-01-01 21:56:03.134,2.101638427210737,2.10538836777749
15,2014-01-01 21:56:07.267,2.101638427201623,2.105378043099785
16,2014-01-01 21:56:07.270,2.101749442102993,2.105284107073383
17,2014-01-01 21:56:10.719,2.101749442095386,2.105294431734356
18,2014-01-01 21:56:16.925,2.101780416087464,2.105325405726425
19,2014-01-01 21:56:19.439,2.101739117407586,2.105284107046544
20,2014-01-01 21:56:24.966,2.101739117255959,2.1052868250009213
21,2014-01-01 21:56:24.986,2.1017391172437354,2.1052765003201057
22,2014-01-01 21:56:27.488,2.101728792569637,2.1052868249831738
23,2014-01-01 21:56:29.060,2.1018526885891826,2.1054107210027166
24,2014-01-01 21:56:33.183,2.101821714574344,2.1054416949993757
25,2014-01-01 21:56:34.280,2.101852688577678,2.105421045659789
26,2014-01-01 21:56:37.183,2.101863013239864,2.1054313703219707
27,2014-01-01 21:56:38.296,2.1018630127563864,2.105345973617688
28,2014-01-01 21:56:39.481,2.1019249607628248,2.1054079216241224
29,2014-01-01 21:56:42.299,2.1017712475050647,2.105288366854084
30,2014-01-01 21:56:42.302,2.1019335003223656,2.1054335404274527
31,2014-01-01 21:56:43.057,2.101822485225049,2.10533960457404
32,2014-01-01 21:56:46.517,2.101634613487908,2.1051004951049843
33,2014-01-01 21:56:47.311,2.101634613475539,2.104980940385079
34,2014-01-01 21:56:47.312,2.101386964438541,2.1048528460555898
35,2014-01-01 21:56:47.555,2.1014489124322466,2.10513161208954
36,2014-01-01 21:56:48.287,2.1014407579510745,2.1051370481399467
37,2014-01-01 21:56:50.055,2.101523355294232,2.105198996145933
38,2014-01-01 21:56:50.057,2.101523355294228,2.105229970151679
39,2014-01-01 21:56:50.451,2.1015233552791988,2.1052272520302084
40,2014-01-01 21:56:51.552,2.101446498615488,2.1050906180125986
41,2014-01-01 21:56:52.797,2.1016087514134183,2.1051589349688813
42,2014-01-01 21:56:55.554,2.101719766456005,2.105269950011379
43,2014-01-01 21:56:56.055,2.101548974008929,2.1051930934058856
44,2014-01-01 21:56:57.050,2.101480657017725,2.1051333160366115
45,2014-01-01 21:56:58.212,2.1017197664146017,2.105252870725962
46,2014-01-01 21:56:58.213,2.1017197664145866,2.1052955688357637
47,2014-01-01 21:56:58.321,2.1017507404021187,2.105347192160446
48,2014-01-01 21:57:01.804,2.101750740346182,2.1053642713483156
49,2014-01-01 21:57:03.500,2.101048662871109,2.105384920674055
50,2014-01-01 21:57:03.508,2.101014504356716,2.1053763810254926
51,2014-01-01 21:57:04.028,2.1008921894744037,2.105213294546921
52,2014-01-01 21:57:04.304,2.1009025141412154,2.1052855672252297
53,2014-01-01 21:57:04.306,2.100902514141211,2.105357839905307
54,2014-01-01 21:57:05.121,2.100902514139416,2.1050068011716823
55,2014-01-01 21:57:05.123,2.1008095921221632,2.1049448531601787
56,2014-01-01 21:57:05.226,2.1009101620506603,2.10508075847186
57,2014-01-01 21:57:05.382,2.1010134087359207,2.1051427064827872
58,2014-01-01 21:57:05.384,2.1010134087359167,2.1054524465402764
59,2014-01-01 21:57:05.712,2.100970710591775,2.1055207634815702
60,2014-01-01 21:57:06.052,2.100970710590304,2.1052110234226022
61,2014-01-01 21:57:06.054,2.1010016845960484,2.1050768027310176
62,2014-01-01 21:57:10.073,2.10108708074774,2.1050170253092064
63,2014-01-01 21:57:10.074,2.100994665096469,2.1048838380618453
64,2014-01-01 21:57:12.801,2.1009843404130235,2.1048941627155457
65,2014-01-01 21:57:21.920,2.100984340392936,2.104677344655196
66,2014-01-01 21:57:21.924,2.100839795032769,2.104605071975108
67,2014-01-01 21:57:21.931,2.100769124184068,2.104482757104609
68,2014-01-01 21:57:25.018,2.100779448845836,2.1044001597491264
69,2014-01-01 21:57:25.127,2.1008555558028306,2.1045279107276533
70,2014-01-01 21:57:25.169,2.1009691271569064,2.104589858738816
71,2014-01-01 21:57:25.170,2.100969127156904,2.1046724560874743
72,2014-01-01 21:57:27.016,2.1009175038099253,2.1044866120489183
73,2014-01-01 21:57:27.021,2.100793607786924,2.1044866120489067
74,2014-01-01 21:57:27.128,2.1007066283682603,2.1043398342894286
75,2014-01-01 21:57:30.120,2.1007169530300183,2.1043398342825963
76,2014-01-01 21:57:30.121,2.1008718230587533,2.1044017822940893
77,2014-01-01 21:57:30.127,2.1008718230587395,2.1047734703630443
78,2014-01-01 21:57:30.326,2.1009588024413075,2.1049202480863363
79,2014-01-01 21:57:33.524,2.1010001011081547,2.1048892740730967
80,2014-01-01 21:57:33.626,2.1008478871269163,2.1046364901550483
81,2014-01-01 21:57:33.672,2.10084788712659,2.104068633382691
82,2014-01-01 21:57:33.676,2.1002387316802213,2.1040066853711883
83,2014-01-01 21:57:34.168,2.1004142510450383,2.1040686333815977
84,2014-01-01 21:57:34.227,2.1005012304456256,2.104212693016548
85,2014-01-01 21:57:37.555,2.1005838277868265,2.1041713943347524
86,2014-01-01 21:57:37.556,2.1007490224841403,2.104450160386472
87,2014-01-01 21:57:37.682,2.1007490224838627,2.1045224330662697
88,2014-01-01 21:57:37.684,2.1007490224838588,2.1046050304149237
89,2014-01-01 21:57:37.685,2.100749022483856,2.104708277100744
90,2014-01-01 21:57:38.724,2.1007799964873146,2.1047702251099456
91,2014-01-01 21:57:41.306,2.1006767497958063,2.1043262643552167
92,2014-01-01 21:57:41.560,2.10066820968338,2.1043348034856617
93,2014-01-01 21:57:41.664,2.100673645844554,2.1043375215403146
94,2014-01-01 21:57:53.721,2.1007562431658693,2.104399469524436
95,2014-01-01 21:57:53.826,2.100712753379088,2.104323362460684
96,2014-01-01 21:57:55.351,2.1007230780440795,2.104333687125672
97,2014-01-01 21:58:08.724,2.100733402683208,2.104374985770514
98,2014-01-01 21:58:08.736,2.100767560747713,2.104349366480439
99,2014-01-01 21:58:08.738,2.100827338101354,2.1043066683706417
100,2014-01-01 21:58:12.302,2.1008529569116923,2.1043237475589183
101,2014-01-01 21:58:12.426,2.100850238676204,2.104315593110342
102,2014-01-01 21:58:12.803,2.1009018620101267,2.104356891775674
103,2014-01-01 21:58:22.966,2.1007779659647694,2.1043672164218457
104,2014-01-01 21:58:26.022,2.1007986152952007,2.1044394890951743
105,2014-01-01 21:58:28.548,2.1007473773104133,2.1049091680488603
106,2014-01-01 21:58:40.438,2.100750095222395,2.1049146040667965
107,2014-01-01 21:58:42.422,2.100801332737965,2.1044449246429737
108,2014-01-01 21:58:45.350,2.100791008026818,2.1044552492689332
109,2014-01-01 21:58:50.806,2.1008013326833828,2.104444924588321
110,2014-01-01 21:58:51.057,2.1007806833456693,2.104506872599249
111,2014-01-01 21:58:51.059,2.1007806833456653,2.10465141795937
112,2014-01-01 21:58:51.581,2.100760034007355,2.1047133659696997
113,2014-01-01 21:58:51.582,2.1007600340073527,2.1047959633183404
114,2014-01-01 21:58:51.584,2.100760034007348,2.1048475866612373
115,2014-01-01 21:58:54.556,2.100801332675124,2.104506872591533
116,2014-01-01 21:58:57.168,2.100750094713732,2.104430015763852
117,2014-01-01 21:59:02.124,2.100725631605681,2.1044354518257866
118,2014-01-01 21:59:02.131,2.1007359562575783,2.1044354518090818
119,2014-01-01 21:59:02.150,2.1007359561799728,2.104213421560744
120,2014-01-01 21:59:03.728,2.1007577010199885,2.104251475039094
121,2014-01-01 21:59:11.808,2.101022429149811,2.1043283314858923
122,2014-01-01 21:59:17.424,2.101032753784711,2.1045141754865995
123,2014-01-01 21:59:17.556,2.101032753695148,2.104702047079656
124,2014-01-01 21:59:17.557,2.100844882012381,2.1044031603116258
125,2014-01-01 21:59:20.050,2.100844882006598,2.1043825109686747
126,2014-01-01 21:59:23.064,2.100844881872399,2.104387947046936
127,2014-01-01 21:59:25.299,2.1008790402395605,2.104430645035849
128,2014-01-01 21:59:27.550,2.1009217383142014,2.1044050261349008
129,2014-01-01 21:59:38.554,2.1013914173494768,2.104891784413799
130,2014-01-01 21:59:40.806,2.1014170361801945,2.1048917843786423
131,2014-01-01 21:59:42.427,2.101417036130913,2.104902108997864
132,2014-01-01 21:59:42.471,2.1013844187195274,2.1048803640117155
133,2014-01-01 21:59:42.475,2.1016833054613997,2.1050511564244543
134,2014-01-01 21:59:43.303,2.1017687016678845,2.105034077167647
135,2014-01-01 21:59:43.305,2.101751622423974,2.105102394143132
136,2014-01-01 21:59:45.058,2.101730973081022,2.1051953161545383
137,2014-01-01 21:59:49.304,2.101645576768087,2.1051355387072945
138,2014-01-01 21:59:52.553,2.1013723088154044,2.1050416028152443
139,2014-01-01 22:03:02.460,2.101599451089293,2.1044427716025136
140,2014-01-01 22:03:02.869,2.1018495154855,2.104377535655286
